record_id,actual_label,actual_class,if_score,if_prediction_0.5pct,if_prediction_1pct,if_prediction_3pct,if_status_0.5pct,if_status_1pct,if_status_3pct,default_threshold,default_prediction,default_status,correct_prediction
5069,1,Attack,0.4218583873607591,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5070,1,Attack,0.5917693090778454,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5071,1,Attack,0.6056931018721848,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5072,1,Attack,0.45356025910055897,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5073,1,Attack,0.4863579095262878,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5074,1,Attack,0.6106709125469604,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5075,1,Attack,0.5095299014834623,0,0,1,Normal,Normal,Anomaly,0.5460537691550149,0,Normal,False
5076,1,Attack,0.3939917374836925,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5077,1,Attack,0.5735880622082691,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5078,1,Attack,0.6183790796411514,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5079,1,Attack,0.48568644459697724,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5080,1,Attack,0.4481600316527505,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5081,1,Attack,0.6106709125469604,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5082,1,Attack,0.6183790796411514,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5083,1,Attack,0.6056931018721848,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5084,1,Attack,0.4779052278193142,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5085,1,Attack,0.6183790796411514,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5086,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5087,1,Attack,0.6033521598343475,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5088,1,Attack,0.6106709125469604,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5089,1,Attack,0.6183790796411514,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5090,1,Attack,0.4176349671534054,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5091,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5092,1,Attack,0.6033521598343475,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5093,1,Attack,0.6183790796411514,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5094,1,Attack,0.46394212267704077,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5095,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5096,1,Attack,0.5887024966461559,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5097,1,Attack,0.5839672638963225,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5098,1,Attack,0.5909926308671963,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5099,1,Attack,0.3764045420038339,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5100,1,Attack,0.5839672638963225,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5101,1,Attack,0.5970067296254968,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5102,1,Attack,0.5917693090778454,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5103,1,Attack,0.5839672638963225,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5104,1,Attack,0.5970067296254968,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5105,1,Attack,0.6033521598343475,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5106,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5107,1,Attack,0.5970067296254968,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5108,1,Attack,0.44733822503005627,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5109,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5110,1,Attack,0.520437177810123,0,0,1,Normal,Normal,Anomaly,0.5460537691550149,0,Normal,False
5111,1,Attack,0.5917693090778454,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5112,1,Attack,0.6221209326369915,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5113,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5114,1,Attack,0.5917693090778454,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5115,1,Attack,0.6221209326369915,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5116,1,Attack,0.6221209326369915,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5117,1,Attack,0.5917693090778454,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5118,1,Attack,0.5887024966461559,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5119,1,Attack,0.5917693090778454,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5120,1,Attack,0.37554169086797395,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5121,1,Attack,0.5735880622082691,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5122,1,Attack,0.4442119451214925,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5123,1,Attack,0.5917693090778454,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5124,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5125,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5126,1,Attack,0.5735880622082691,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5127,1,Attack,0.5917693090778454,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5128,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5129,1,Attack,0.6032327054216081,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5130,1,Attack,0.5938137723468774,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5131,1,Attack,0.5917693090778454,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5132,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5133,1,Attack,0.6032327054216081,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5134,1,Attack,0.6032327054216081,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5135,1,Attack,0.4285142712110063,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5136,1,Attack,0.5735880622082691,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5137,1,Attack,0.5900404001191942,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5138,1,Attack,0.5735880622082691,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5139,1,Attack,0.5900404001191942,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5140,1,Attack,0.5900404001191942,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5141,1,Attack,0.5735880622082691,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5142,1,Attack,0.5759744683023951,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5143,1,Attack,0.5938137723468774,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5144,1,Attack,0.600940180478487,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5145,1,Attack,0.49210625697438365,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5146,1,Attack,0.5759744683023951,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5147,1,Attack,0.5938137723468774,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5148,1,Attack,0.47184380771960016,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5149,1,Attack,0.5759744683023951,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5150,1,Attack,0.5938137723468774,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5151,1,Attack,0.5131538881673837,0,0,1,Normal,Normal,Anomaly,0.5460537691550149,0,Normal,False
5152,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5153,1,Attack,0.443351956184117,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5154,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5155,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5156,1,Attack,0.36409584140410883,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5157,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5158,1,Attack,0.5839672638963225,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5159,1,Attack,0.38986912891630326,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5160,1,Attack,0.5771379033883778,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5161,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5162,1,Attack,0.46394212267704077,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5163,1,Attack,0.5839672638963225,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5164,1,Attack,0.5771379033883778,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5165,1,Attack,0.5938137723468774,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5166,1,Attack,0.5864062216202491,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5167,1,Attack,0.49291671341001625,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5168,1,Attack,0.5938137723468774,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5169,1,Attack,0.5839672638963225,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5170,1,Attack,0.5864062216202491,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5171,1,Attack,0.44174669110968784,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5172,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5173,1,Attack,0.5681211721380334,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5174,1,Attack,0.6249696557754502,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5175,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5176,1,Attack,0.6212477995445957,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5177,1,Attack,0.3610307699170367,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5178,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5179,1,Attack,0.4311660200598919,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5180,1,Attack,0.6212477995445957,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5181,1,Attack,0.612901900878749,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5182,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5183,1,Attack,0.5416558660782456,0,0,1,Normal,Normal,Anomaly,0.5460537691550149,0,Normal,False
5184,1,Attack,0.4855639883582261,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5185,1,Attack,0.6212477995445957,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5186,1,Attack,0.612901900878749,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5187,1,Attack,0.5771379033883778,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5188,1,Attack,0.5839672638963225,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5189,1,Attack,0.615723553657095,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5190,1,Attack,0.47484516866152093,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5191,1,Attack,0.612901900878749,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5192,1,Attack,0.615723553657095,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5193,1,Attack,0.37193910999608204,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5194,1,Attack,0.612901900878749,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5195,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5196,1,Attack,0.589065551420431,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5197,1,Attack,0.43757323685445,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5198,1,Attack,0.6003752333235124,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5199,1,Attack,0.6249696557754502,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5200,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5201,1,Attack,0.589065551420431,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5202,1,Attack,0.46308539480734245,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5203,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5204,1,Attack,0.6249696557754502,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5205,1,Attack,0.44135455641738763,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5206,1,Attack,0.589065551420431,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5207,1,Attack,0.6003752333235124,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5208,1,Attack,0.6249696557754502,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5209,1,Attack,0.4359739422409911,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5210,1,Attack,0.6003752333235124,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5211,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5212,1,Attack,0.44281013629410243,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5213,1,Attack,0.6249696557754502,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5214,1,Attack,0.6041223438184222,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5215,1,Attack,0.47729708387907405,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5216,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5217,1,Attack,0.6165403678522208,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5218,1,Attack,0.6041223438184222,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5219,1,Attack,0.612901900878749,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5220,1,Attack,0.4566784322578334,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5221,1,Attack,0.612901900878749,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5222,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5223,1,Attack,0.6041223438184222,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5224,1,Attack,0.42342628267358084,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5225,1,Attack,0.6165403678522208,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5226,1,Attack,0.612901900878749,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5227,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5228,1,Attack,0.6165403678522208,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5229,1,Attack,0.4340179071331214,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5230,1,Attack,0.612901900878749,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5231,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5232,1,Attack,0.6165403678522208,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5233,1,Attack,0.3848925745744137,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5234,1,Attack,0.5771379033883778,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5235,1,Attack,0.5912519371703999,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5236,1,Attack,0.6003752333235124,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5237,1,Attack,0.47506927149780415,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5238,1,Attack,0.5771379033883778,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5239,1,Attack,0.5912519371703999,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5240,1,Attack,0.6003752333235124,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5241,1,Attack,0.5726572684211109,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5242,1,Attack,0.5771379033883778,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5243,1,Attack,0.5912519371703999,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5244,1,Attack,0.6190029908786857,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5245,1,Attack,0.6041223438184222,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5246,1,Attack,0.6041223438184222,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5247,1,Attack,0.5726572684211109,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5248,1,Attack,0.5771379033883778,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5249,1,Attack,0.5912519371703999,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5250,1,Attack,0.6041223438184222,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5251,1,Attack,0.40920029261186885,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5252,1,Attack,0.6041223438184222,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5253,1,Attack,0.5726572684211109,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5254,1,Attack,0.5771379033883778,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5255,1,Attack,0.5726572684211109,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5256,1,Attack,0.6041223438184222,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5257,1,Attack,0.6249696557754502,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5258,1,Attack,0.6249696557754502,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5259,1,Attack,0.5908338963734558,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5260,1,Attack,0.5133325749705427,0,0,1,Normal,Normal,Anomaly,0.5460537691550149,0,Normal,False
5261,1,Attack,0.6249696557754502,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5262,1,Attack,0.5908338963734558,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5263,1,Attack,0.42546342585281416,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5264,1,Attack,0.5908338963734558,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5265,1,Attack,0.6249696557754502,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5266,1,Attack,0.3729591286566109,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5267,1,Attack,0.5908338963734558,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5268,1,Attack,0.6165403678522208,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5269,1,Attack,0.6249696557754502,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5270,1,Attack,0.556604659537729,0,1,1,Normal,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5271,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5272,1,Attack,0.5908338963734558,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5273,1,Attack,0.3669962949525645,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5274,1,Attack,0.5839672638963225,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5275,1,Attack,0.6041223438184222,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5276,1,Attack,0.3862893334586964,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5277,1,Attack,0.4721857458826258,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5278,1,Attack,0.5908338963734558,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5279,1,Attack,0.5839672638963225,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5280,1,Attack,0.49353775360074725,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5281,1,Attack,0.3723683732855174,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5282,1,Attack,0.6041223438184222,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5283,1,Attack,0.5839672638963225,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5284,1,Attack,0.6298957836936651,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5285,1,Attack,0.4601666130930052,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5286,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5287,1,Attack,0.5839672638963225,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5288,1,Attack,0.6298957836936651,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5289,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5290,1,Attack,0.5281687158789562,0,0,1,Normal,Normal,Anomaly,0.5460537691550149,0,Normal,False
5291,1,Attack,0.5861543063578589,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5292,1,Attack,0.6313579262442423,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5293,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5294,1,Attack,0.6313579262442423,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5295,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5296,1,Attack,0.5861543063578589,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5297,1,Attack,0.6313579262442423,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5298,1,Attack,0.4502518845062719,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5299,1,Attack,0.448134235717148,0,0,0,Normal,Normal,Normal,0.5460537691550149,0,Normal,False
5300,1,Attack,0.58351036913511,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5301,1,Attack,0.6313579262442423,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5302,1,Attack,0.5839672638963225,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
5303,1,Attack,0.5851694362940519,1,1,1,Anomaly,Anomaly,Anomaly,0.5460537691550149,1,Anomaly,True
